0,4294964196,0
20,1366845,8333
40,681790,4166
60,453438,2777
80,339345,2083
100,270790,1666
120,225087,1388
140,192536,1190
160,168040,1041
180,148970,925
200,133845,833
220,121350,757
240,110993,694
260,102280,641
280,94718,595
300,88142,555
320,82388,520
340,77456,490
360,72852,462
380,68907,438
400,65290,416
420,62002,396
440,59043,378
460,56412,362
480,53946,347
500,51645,333
520,49508,320
540,47535,308
560,45701,297
580,44034,287
600,42368,277
620,40868,268
640,39534,260
660,38201,252
680,37033,245
700,35866,238
720,34700,231
740,33699,225
760,32700,219
780,31701,213
800,30866,208
820,30033,203
840,29200,198
860,28368,193
880,27700,189
900,27032,185
920,26365,181
940,25699,177
960,25034,173
980,24532,170
1000,23867,166
1020,23366,163
1040,22866,160
1060,22365,157
1080,21866,154
1100,21367,151
1120,20868,148
1140,20532,146
1160,20034,143
1180,19699,141
1200,19202,138
1220,18867,136
1240,18533,134
1260,18199,132
1280,17865,130
1300,17532,128
1320,17199,126
1340,16866,124
1360,16534,122
1380,16202,120
1400,16031,119
1420,15699,117
1440,15368,115
1460,15198,114
1480,14868,112
1500,14698,111
1520,14368,109
1540,14198,108
1560,13869,106
1580,13700,105
1600,13531,104
1620,13203,102
1640,13035,101
1660,12866,100
1680,12698,99
1700,12531,98
1720,12202,96
1740,12033,95
1760,11864,94
1780,11696,93
1800,11528,92
1820,11358,91
1840,11188,90
1860,11018,89
1880,10849,88
1900,10680,87
1920,10510,86
1940,10340,85
1960,10328,85
1980,10158,84
2000,9989,83
2020,9819,82
2040,9649,81
2060,9472,80
2080,9452,80
2100,9279,79
2120,9122,78
2140,8965,77
2160,8965,77
2180,8808,76
2200,8651,75
2220,8651,75
2240,8494,74
2260,8337,73
2280,8337,73
2300,8180,72
2320,8023,71
2340,8023,71
2360,7866,70
2380,7866,70
2400,7710,69
2420,7553,68
2440,7553,68
2460,7396,67
2480,7396,67
2500,7239,66
2520,7239,66
2540,7082,65
2560,7082,65
2580,6925,64
2600,6925,64
2620,6768,63
2640,6768,63
2660,6611,62
2680,6611,62
2700,6454,61
2720,6454,61
2740,6297,60
2760,6297,60
2780,6140,59
2800,6140,59
2820,6140,59
2840,5983,58
2860,5983,58
2880,5826,57
2900,5826,57
2920,5826,57
2940,5669,56
2960,5669,56
2980,5513,55
3000,5513,55
3020,5513,55
3040,5356,54
3060,5356,54
3080,5356,54
3100,5199,53
3120,5199,53
3140,5199,53
3160,5043,52
3180,5043,52
3200,5043,52
3220,4886,51
3240,4886,51
3260,4886,51
3280,4730,50
3300,4730,50
3320,4730,50
3340,4573,49
3360,4573,49
3380,4573,49
3400,4573,49
3420,4416,48
3440,4416,48
3460,4416,48
3480,4260,47

