0,4294964196,0
20,1352679,8333
40,674708,4166
60,448717,2777
80,335804,2083
100,267958,1666
120,222727,1388
140,190513,1190
160,166270,1041
180,147397,925
200,132429,833
220,120063,757
240,109813,694
260,101190,641
280,93706,595
300,87198,555
320,81504,520
340,76623,490
360,72067,462
380,68162,438
400,64583,416
420,61329,396
440,58400,378
460,55797,362
480,53356,347
500,51079,333
520,48964,320
540,47011,308
560,45221,297
580,43594,287
600,41967,277
620,40490,268
640,39176,260
660,37862,252
680,36712,245
700,35563,238
720,34414,231
740,33428,225
760,32443,219
780,31459,213
800,30637,208
820,29812,203
840,28987,198
860,28164,193
880,27502,189
900,26842,185
920,26182,181
940,25522,177
960,24863,173
980,24366,170
1000,23709,166
1020,23214,163
1040,22720,160
1060,22227,157
1080,21734,154
1100,21241,151
1120,20748,148
1140,20417,146
1160,19925,143
1180,19595,141
1200,19104,138
1220,18774,136
1240,18444,134
1260,18115,132
1280,17785,130
1300,17456,128
1320,17128,126
1340,16799,124
1360,16471,122
1380,16143,120
1400,15975,119
1420,15645,117
1440,15316,115
1460,15146,114
1480,14817,112
1500,14648,111
1520,14320,109
1540,14151,108
1560,13823,106
1580,13655,105
1600,13488,104
1620,13160,102
1640,12993,101
1660,12825,100
1680,12658,99
1700,12491,98
1720,12164,96
1740,11995,95
1760,11827,94
1780,11659,93
1800,11491,92
1820,11323,91
1840,11155,90
1860,10988,89
1880,10821,88
1900,10654,87
1920,10488,86
1940,10321,85
1960,10313,85
1980,10146,84
2000,9989,83
2020,9831,82
2040,9673,81
2060,9516,80
2080,9516,80
2100,9358,79
2120,9200,78
2140,9042,77
2160,9042,77
2180,8885,76
2200,8727,75
2220,8727,75
2240,8569,74
2260,8412,73
2280,8412,73
2300,8254,72
2320,8096,71
2340,8096,71
2360,7939,70
2380,7939,70
2400,7781,69
2420,7623,68
2440,7623,68
2460,7465,67
2480,7465,67
2500,7308,66
2520,7308,66
2540,7150,65
2560,7150,65
2580,6992,64
2600,6992,64
2620,6835,63
2640,6835,63
2660,6677,62
2680,6677,62
2700,6519,61
2720,6519,61
2740,6362,60
2760,6362,60
2780,6204,59
2800,6204,59
2820,6204,59
2840,6046,58
2860,6046,58
2880,5888,57
2900,5888,57
2920,5888,57
2940,5731,56
2960,5731,56
2980,5573,55
3000,5573,55
3020,5573,55
3040,5415,54
3060,5415,54
3080,5415,54
3100,5258,53
3120,5258,53
3140,5258,53
3160,5100,52
3180,5100,52
3200,5100,52
3220,4942,51
3240,4942,51
3260,4942,51
3280,4785,50
3300,4785,50
3320,4785,50
3340,4627,49
3360,4627,49
3380,4627,49
3400,4627,49
3420,4469,48
3440,4469,48
3460,4469,48
3480,4311,47

